*	* unknown
756989.81	-645669.78
756995.72	-645682.78
757003.14	-645702.26
757007.71	-645714.12
757011.70	-645726.65
757012.74	-645731.85
757012.57	-645737.34
757010.44	-645748.40
757011.50	-645754.03
757016.94	-645763.03
757018.75	-645776.01
757021.86	-645790.82
757028.09	-645796.65
757042.90	-645803.97
757049.49	-645811.90
757049.51	-645825.03
757038.14	-645857.09
757017.89	-645885.97
757007.38	-645893.20
756974.61	-645929.92
756957.94	-645939.24
756950.64	-645947.45
756945.56	-645964.19
756938.32	-645983.97
756937.89	-645989.28
756936.66	-645996.18
756940.32	-646004.51
756944.73	-646013.98
756962.25	-646029.58
756972.01	-646055.44
756973.85	-646078.75
756969.56	-646117.57
756977.81	-646141.52
757000.01	-646172.35
757005.41	-646183.24
757005.80	-646209.18
757005.71	-646230.83
757007.50	-646238.90
757008.20	-646248.23
757003.80	-646264.31
757007.37	-646272.82
757014.02	-646280.32
757016.61	-646289.75
757021.19	-646298.99
757023.30	-646309.63
757018.78	-646332.96
757007.79	-646354.89
756991.74	-646382.44
756990.04	-646400.54
756995.07	-646421.06
756978.96	-646446.60
756972.09	-646449.82
756962.82	-646465.03
756962.71	-646474.96
756959.10	-646486.81
756951.47	-646529.67
756932.94	-646564.18
756926.55	-646590.71
756914.57	-646611.33
756871.95	-646635.03
756816.11	-646672.20
756808.67	-646680.13
756786.62	-646703.60
756737.62	-646757.87
756718.69	-646759.94
756675.99	-646738.19
756636.23	-646729.14
756597.42	-646738.28
756553.92	-646766.03
756524.98	-646796.25
756492.88	-646811.44
756455.06	-646824.52
756413.92	-646834.57
756341.69	-646848.57
756294.16	-646859.72
756284.23	-646901.79
756264.17	-646933.16
756230.10	-646973.22
756170.20	-647041.76
756110.74	-647103.08
756047.71	-647173.36
756007.28	-647246.52
755974.01	-647286.54
755898.36	-647328.68
755849.29	-647373.49
755818.46	-647398.21
755788.18	-647434.10
755749.41	-647428.03
755705.46	-647447.00
755669.63	-647483.96
755630.60	-647521.08
755570.14	-647562.46
755506.35	-647585.61
755476.02	-647595.85
755436.98	-647609.04
755364.44	-647665.41
755343.16	-647688.86
755326.82	-647731.24
755300.18	-647759.74
755270.15	-647784.42
755250.10	-647816.59
755225.42	-647836.20
755207.23	-647841.09
755177.04	-647830.61
755151.59	-647818.28
755119.84	-647824.65
755110.94	-647855.48
755113.57	-647892.12
755088.40	-647918.15
755062.53	-647929.82
755046.71	-647940.26
755020.61	-647957.49
754992.77	-647978.05
754974.00	-648003.77
754957.16	-648019.79
754915.43	-648002.68
754873.19	-647975.19
754847.29	-647964.06
754815.35	-647953.36
754757.42	-647936.16
754731.50	-647947.04
754732.61	-647969.37
754738.20	-647985.08
754715.19	-648006.21
754682.11	-648034.22
754656.38	-648065.08
754626.09	-648100.96
754601.96	-648131.73
754570.41	-648142.09
754521.35	-648138.92
754496.08	-648146.56
754469.18	-648186.27
754429.46	-648209.83
754378.54	-648233.93
754347.01	-648261.07
754308.13	-648285.39
754287.91	-648333.49
754285.14	-648370.10
754285.66	-648431.21
754284.25	-648451.27
754271.07	-648476.71
754255.18	-648495.88
754239.66	-648506.24
754220.10	-648516.00
754206.71	-648504.66
754193.80	-648502.91
754179.04	-648510.87
754169.48	-648513.70
754152.80	-648516.93
754123.29	-648519.98
754100.70	-648515.54
754068.71	-648518.68
754050.68	-648509.22
754031.89	-648503.71
754007.22	-648507.33
753992.61	-648520.04
753979.29	-648526.30
753955.18	-648525.08
753933.74	-648529.34
753933.65	-648543.73
753922.36	-648558.69
753914.60	-648563.87
753905.36	-648571.51
753896.99	-648580.72
753892.10	-648593.80
753888.77	-648607.56
753885.13	-648616.50
753882.35	-648639.85
753875.29	-648659.40
753864.32	-648682.28
753862.55	-648695.16
753837.38	-648721.19
753831.72	-648736.67
753825.83	-648747.35
753805.13	-648747.42
753766.34	-648743.89
753743.55	-648735.46
753714.96	-648724.87
753695.22	-648716.20
753678.95	-648709.85
753643.18	-648732.41
753612.01	-648750.73
753599.72	-648763.29
753589.87	-648773.41
753575.42	-648790.87
753559.25	-648804.46
753546.09	-648813.90
753534.33	-648819.29
753516.76	-648835.39
753497.15	-648845.90
753483.27	-648855.43
753464.15	-648859.52
753456.57	-648835.91
753443.50	-648823.60
753433.83	-648829.83
753422.53	-648844.78
753414.52	-648861.17
753405.39	-648871.21
753399.38	-648879.50
753388.48	-648869.65
753383.93	-648858.67
753366.04	-648863.35
753344.66	-648859.01
753331.29	-648864.46
753323.92	-648877.62
753317.00	-648883.55
753301.49	-648876.37
753294.41	-648880.67
753283.76	-648892.39
753271.40	-648901.79
753236.77	-648898.70
753206.65	-648905.77
753182.65	-648906.95
753163.02	-648899.12
753141.99	-648895.36
753112.59	-648900.80
753092.32	-648896.20
753078.10	-648884.10
753058.90	-648885.04
753043.94	-648890.59
753022.31	-648890.84
753003.67	-648886.96
752989.60	-648878.06
752959.38	-648866.75
752930.35	-648863.38
752898.50	-648851.35
752887.59	-648841.49
752872.86	-648850.25
752860.46	-648860.41
752839.60	-648843.84
752823.05	-648833.47
752801.18	-648828.93
752774.95	-648833.42
752752.97	-648838.90
752746.94	-648838.60
752738.14	-648827.06
752720.63	-648827.94
752704.80	-648817.28
752687.73	-648790.37
752666.94	-648764.56
752660.10	-648755.90
752644.41	-648742.67
752619.06	-648711.94
752598.18	-648707.17
752573.48	-648706.17
752529.59	-648726.71
752482.74	-648740.01
*	* Schwarzbach
757528.48	-644760.87
757519.74	-644781.86
*	* Schwarzbach
752482.74	-648740.01
752470.83	-648742.58
*	* Schwarzbach
752470.83	-648742.58
752407.82	-648765.46
752392.72	-648774.84
752376.45	-648775.60
752341.72	-648774.71
752321.23	-648764.83
752272.79	-648749.95
752253.78	-648745.46
752239.68	-648743.48
752219.80	-648741.19
*	* Zschopau
762404.05	-652040.99
762428.24	-652009.46
*	* Zschopau
762697.51	-652936.72
762690.59	-652914.56
762656.33	-652920.16
762636.83	-652889.99
762607.86	-652863.22
762569.62	-652841.07
762548.20	-652813.85
762539.92	-652774.24
762535.70	-652739.79
762543.33	-652723.25
762549.11	-652695.21
762549.02	-652682.49
762547.80	-652676.95
762544.16	-652658.23
762536.14	-652639.47
762527.98	-652628.22
762479.31	-652577.14
762474.92	-652530.30
762461.15	-652445.60
762459.55	-652412.41
762452.46	-652377.09
762437.53	-652324.28
762436.26	-652312.66
762437.65	-652267.15
762445.71	-652253.09
762442.02	-652204.74
762434.39	-652163.48
762426.97	-652134.48
762418.81	-652125.05
762401.93	-652104.79
762394.39	-652086.38
762404.05	-652040.99
*	* Schwarzbach
757640.26	-644572.55
757645.97	-644583.47
757647.21	-644589.22
757648.06	-644595.33
757647.64	-644603.15
757647.18	-644609.41
757644.84	-644615.19
757641.22	-644621.42
757565.49	-644694.48
757547.23	-644713.78
757528.48	-644760.87
*	* Wilisch
764943.92	-630630.36
764927.13	-630624.11
764922.64	-630587.10
764914.39	-630556.99
764910.87	-630526.68
764912.50	-630513.87
764927.44	-630467.57
764931.05	-630405.59
764932.96	-630369.36
764931.80	-630275.82
764934.41	-630246.24
764936.96	-630239.44
764947.15	-630232.33
764953.09	-630221.50
764953.81	-630198.84
764955.68	-630181.02
764955.30	-630137.44
764960.41	-630123.07
764982.65	-630097.30
765003.38	-630073.31
765013.16	-630060.46
765016.95	-630048.33
765019.47	-630034.05
765021.84	-629986.89
765034.55	-629956.55
765045.67	-629945.10
765056.09	-629931.10
765065.95	-629926.08
765079.18	-629921.92
765091.75	-629911.29
765101.94	-629888.95
765106.06	-629858.23
*	* Schwarze_Pockau
784357.10	-636935.25
784348.87	-636906.70
784349.95	-636885.91
784352.37	-636861.82
*	* Schwarzbach
757519.74	-644781.86
757515.15	-644792.88
757501.65	-644827.11
757481.95	-644881.63
757464.54	-644933.63
757428.78	-644987.36
757373.25	-645030.10
757314.99	-645050.60
757263.61	-645048.39
757200.12	-645044.38
757140.50	-645037.78
757093.87	-645034.53
757054.68	-645035.69
757019.39	-645035.06
756984.31	-645054.39
756940.64	-645078.15
756900.56	-645100.60
756893.99	-645102.66
756887.26	-645103.08
756879.16	-645102.83
756849.01	-645097.47
756827.98	-645097.11
756791.16	-645100.82
756769.19	-645108.92
756746.04	-645129.78
756709.84	-645172.80
756704.15	-645211.10
756690.58	-645261.74
756696.68	-645296.34
756702.77	-645309.87
756707.03	-645327.84
756707.33	-645363.33
756712.42	-645372.72
*	* Schwarzbach
756712.42	-645372.72
756721.05	-645380.78
*	* Schwarzbach
756721.05	-645380.78
756746.73	-645413.85
756753.74	-645426.37
756760.51	-645436.42
756763.56	-645442.99
*	* Schwarzbach
756763.56	-645442.99
756769.11	-645452.09
*	* Zschopau
762727.20	-643468.46
762728.35	-643441.32
762736.26	-643377.01
762741.98	-643301.63
762761.77	-643219.14
762766.31	-643151.81
762810.95	-643088.11
762810.92	-643065.96
762795.00	-643059.00
762756.69	-643005.57
762731.83	-642975.82
762725.60	-642919.60
762735.43	-642894.73
762778.94	-642854.80
762813.52	-642814.24
762826.05	-642777.01
762811.27	-642748.96
762794.78	-642730.98
762785.10	-642737.01
762782.57	-642752.65
762778.05	-642772.83
762760.03	-642768.24
762750.03	-642746.58
762757.42	-642717.38
762774.69	-642664.41
762825.56	-642616.36
762825.64	-642596.40
762831.46	-642558.43
762825.89	-642536.55
762836.06	-642518.28
762847.71	-642485.56
762839.41	-642453.85
762807.63	-642397.86
762804.34	-642376.97
762813.94	-642347.67
762810.22	-642296.90
762801.20	-642272.96
762805.50	-642248.38
762826.01	-642215.19
762833.11	-642180.46
762834.73	-642147.15
762839.25	-642126.96
762821.54	-642106.83
762808.21	-642085.36
762807.32	-642046.61
762792.41	-641994.19
762796.83	-641950.76
762760.75	-641854.00
762736.90	-641757.73
762716.79	-641669.02
762713.86	-641590.51
762739.19	-641521.62
762786.60	-641471.53
762861.68	-641441.09
762906.34	-641445.42
762963.16	-641427.00
762984.52	-641398.87
762995.76	-641371.61
762998.54	-641343.94
762973.61	-641177.18
762947.09	-641028.99
762931.06	-641010.06
762924.61	-641002.45
762864.86	-640991.66
762851.16	-640962.40
762826.98	-640896.71
762827.34	-640839.09
762834.91	-640748.97
762816.73	-640697.85
762804.38	-640619.84
762808.49	-640573.52
762829.83	-640521.32
762846.31	-640485.85
762858.96	-640471.73
762876.63	-640460.04
762895.43	-640436.86
762931.03	-640381.59
762983.56	-640317.95
763046.18	-640251.87
763075.28	-640234.41
763115.26	-640219.17
763141.94	-640207.08
763164.42	-640193.49
763180.71	-640182.88
763211.38	-640146.75
763236.78	-640114.55
763248.34	-640108.63
763272.10	-640101.91
763288.13	-640110.49
763303.35	-640113.12
763326.58	-640110.05
763380.08	-640089.94
763402.80	-640062.88
763433.76	-640037.04
763509.72	-640010.17
763585.82	-640004.35
763673.64	-640001.31
763752.14	-639994.24
763838.67	-639995.80
763878.96	-640012.63
763902.43	-640040.90
763922.74	-640082.18
763991.80	-640128.83
764009.50	-640137.28
764046.45	-640145.01
764072.86	-640156.03
764108.11	-640171.80
764155.40	-640181.57
764208.19	-640180.82
764262.13	-640182.80
764305.61	-640182.00
764362.71	-640183.15
764407.91	-640184.06
764510.36	-640215.11
764563.82	-640253.47
764592.89	-640277.26
764653.20	-640313.64
764683.23	-640320.01
764717.42	-640325.00
764772.36	-640330.26
*	* Zwickauer_Mulde
733713.13	-654503.07
733771.77	-654380.55
*	* Zwickauer_Mulde
733722.26	-654524.85
733713.13	-654503.07
*	* Zwickauer_Mulde
733794.79	-654370.75
733818.15	-654312.58
733838.66	-654193.73
733837.94	-654159.17
733848.40	-654131.61
733874.33	-654085.09
733901.36	-654060.46
733921.85	-654005.25
733942.95	-653971.47
733967.36	-653949.11
734199.12	-653816.08
*	* Zwickauer_Mulde
733771.77	-654380.55
733794.79	-654370.75
*	* Černá
748283.65	-662055.79
748260.05	-662059.09
748238.47	-662058.58
748186.01	-662035.50
748172.64	-662029.18
748141.26	-662004.74
748109.87	-661973.94
748091.41	-661949.17
748045.84	-661905.17
747945.59	-661780.08
747872.45	-661729.25
747816.38	-661691.61
*	* Černá
748296.31	-662054.01
748283.65	-662055.79
*	* Große_Mittweida
754629.12	-649659.67
754590.11	-649659.77
754564.35	-649665.82
754539.80	-649676.88
754520.16	-649681.99
754492.45	-649679.67
754473.55	-649684.40
754421.00	-649711.55
754376.72	-649730.32
754339.02	-649734.62
754310.03	-649749.22
754251.13	-649759.42
754224.96	-649772.16
754195.09	-649792.50
754136.87	-649828.10
754084.45	-649843.48
753982.95	-649885.07
753946.97	-649904.70
753920.95	-649913.46
753866.05	-649922.09
753834.78	-649920.11
753806.33	-649920.83
753773.16	-649930.14
753739.80	-649936.72
753720.89	-649931.63
753711.36	-649928.74
753698.67	-649924.23
753686.15	-649912.39
753680.61	-649907.19
753676.41	-649900.72
753671.91	-649893.74
753668.51	-649887.33
753662.89	-649882.12
753652.38	-649881.25
753644.14	-649882.26
753607.46	-649892.19
753573.74	-649878.69
753555.65	-649870.75
753542.59	-649862.38
753537.06	-649856.35
753532.06	-649854.07
753526.53	-649851.82
753520.93	-649841.66
753514.76	-649835.26
753516.62	-649829.18
753516.14	-649822.21
753516.97	-649813.45
753519.59	-649806.08
753522.96	-649792.16
753523.73	-649783.58
753523.34	-649773.16
753521.76	-649768.49
753516.19	-649761.75
753499.21	-649744.97
753480.21	-649727.03
753456.44	-649712.20
753407.69	-649691.61
753312.35	-649660.59
753273.73	-649653.48
753233.80	-649661.58
753181.42	-649667.44
753142.23	-649657.07
753060.84	-649650.39
753008.57	-649641.88
752966.83	-649626.88
752913.78	-649598.07
752876.36	-649572.75
752845.25	-649541.96
752782.14	-649491.64
752735.94	-649461.72
752674.85	-649429.65
752645.38	-649415.72
752594.53	-649397.66
752517.40	-649393.12
752445.79	-649383.99
752417.86	-649371.99
752356.31	-649318.95
752267.16	-649226.72
752241.86	-649206.31
752222.41	-649183.93
752199.09	-649148.04
752187.47	-649136.21
752139.70	-649106.44
752113.81	-649081.16
752091.13	-649046.97
752067.92	-649025.61
752017.77	-648994.31
751972.57	-648965.16
751944.68	-648947.15
751932.11	-648935.72
751927.70	-648919.59
751930.44	-648899.87
751938.08	-648863.81
751932.32	-648815.54
751938.14	-648798.93
751946.74	-648784.75
751950.57	-648780.51
751951.93	-648768.69
751939.31	-648755.68
751903.42	-648728.53
751870.28	-648687.21
751816.47	-648665.89
751783.01	-648645.77
751737.18	-648608.14
751720.27	-648579.82
751701.14	-648558.58
751638.36	-648487.18
751632.14	-648475.58
751628.35	-648464.36
751626.86	-648453.95
751628.81	-648440.58
751635.70	-648426.38
751647.30	-648409.28
751657.59	-648390.65
751660.58	-648380.35
751661.63	-648370.38
751655.17	-648277.03
751650.77	-648226.71
751652.05	-648205.46
751650.10	-648188.09
751650.34	-648171.54
751649.26	-648164.38
751645.36	-648156.43
751637.51	-648148.34
*	* Große_Mittweida
754677.37	-649673.01
754629.12	-649659.67
*	* Große_Mittweida
757929.97	-650137.67
757909.62	-650128.97
757906.49	-650122.17
757912.91	-650103.38
757921.30	-650080.12
757924.54	-650071.16
757926.51	-650061.71
757925.84	-650056.56
757924.00	-650044.34
757917.15	-650031.78
757905.26	-650018.35
757888.83	-650007.98
757881.52	-650004.09
757863.84	-650010.31
757824.78	-649997.25
757801.38	-649976.61
757776.34	-649952.17
757752.04	-649933.03
757723.99	-649883.12
757710.13	-649878.33
757695.54	-649872.92
757685.94	-649863.06
757677.27	-649851.05
757674.58	-649837.03
757667.02	-649825.25
757655.63	-649816.39
757626.10	-649808.44
757600.86	-649801.27
757585.24	-649794.84
757573.78	-649784.06
757568.11	-649776.26
757567.45	-649767.92
757567.99	-649756.61
757569.21	-649744.85
757575.12	-649734.79
757591.84	-649715.84
757592.72	-649689.15
757593.40	-649683.26
757590.71	-649677.05
757577.69	-649666.39
757564.22	-649654.49
757538.47	-649638.74
757530.92	-649626.64
757530.47	-649617.80
757530.42	-649604.87
757528.38	-649596.41
757524.61	-649591.41
757518.69	-649587.11
757511.02	-649583.12
757497.98	-649577.98
757490.41	-649571.47
757481.48	-649555.74
757473.32	-649546.14
757467.75	-649541.84
757463.07	-649540.08
757445.82	-649544.14
757432.00	-649551.67
757424.19	-649559.24
757414.86	-649565.80
757408.12	-649565.72
757398.08	-649561.55
757384.32	-649549.03
757376.64	-649533.74
757375.41	-649518.64
757376.12	-649510.81
757376.20	-649502.08
757376.91	-649498.14
757374.95	-649492.69
757372.15	-649491.97
757365.87	-649489.92
757358.64	-649486.49
757340.85	-649478.28
757326.42	-649470.79
757318.06	-649469.01
757308.45	-649469.16
757291.69	-649461.43
757277.55	-649450.99
757269.84	-649446.81
757257.97	-649440.82
757248.34	-649437.73
757236.09	-649433.35
757216.96	-649430.49
757205.24	-649426.65
757195.26	-649419.59
757191.77	-649408.55
757194.01	-649398.82
757196.47	-649385.79
757197.38	-649373.74
757196.70	-649368.31
757192.43	-649363.06
757164.93	-649323.81
757143.48	-649300.32
757104.21	-649264.65
757077.24	-649249.82
757024.76	-649217.84
757018.53	-649214.21
*	* Große_Mittweida
757018.53	-649214.21
757009.26	-649208.66
756999.13	-649202.91
*	* Pöhlbach
771243.37	-649410.05
771225.72	-649397.68
*	* Pöhlbach
770358.88	-651243.31
770359.16	-651238.67
770359.47	-651232.91
770358.70	-651227.03
770352.77	-651185.46
770349.64	-651155.73
770354.73	-651118.12
770361.16	-651091.92
770362.32	-651080.15
770362.89	-651063.52
770359.36	-651054.07
770356.34	-651047.76
770349.96	-651043.79
770339.91	-651039.73
770333.83	-651036.78
770320.83	-651027.71
770313.52	-651016.93
770300.03	-651005.34
770275.73	-650989.24
770247.43	-650980.21
770207.00	-650977.94
770196.28	-650975.10
770181.96	-650965.48
770177.07	-650957.85
770170.07	-650945.12
770166.69	-650936.21
770165.52	-650927.83
770166.13	-650917.69
770173.30	-650898.25
770187.85	-650866.71
770204.92	-650832.69
770210.90	-650815.93
770214.73	-650799.57
770211.73	-650772.46
770207.48	-650759.19
770198.59	-650743.52
770196.11	-650735.91
770194.39	-650728.61
770194.74	-650722.09
770197.07	-650713.87
770201.66	-650704.41
770206.08	-650697.19
770217.13	-650679.69
770231.69	-650659.23
770246.37	-650640.58
770258.44	-650618.46
770273.39	-650596.99
770288.65	-650581.13
770317.51	-650560.92
770333.45	-650551.24
770344.46	-650541.41
770352.00	-650534.22
770365.62	-650524.80
770378.93	-650514.43
770388.96	-650512.29
770403.33	-650513.35
770413.45	-650515.50
770424.81	-650516.79
770431.87	-650516.09
770440.46	-650513.25
770451.86	-650504.23
770462.21	-650484.18
770472.91	-650453.63
770490.84	-650425.11
770496.02	-650415.24
770500.75	-650394.01
770512.35	-650375.47
770521.14	-650345.49
770527.01	-650311.95
770523.05	-650297.27
770530.97	-650275.74
770545.73	-650260.19
770564.62	-650246.12
770574.35	-650232.56
770593.26	-650209.43
770604.23	-650198.94
770616.20	-650180.85
770619.58	-650170.85
770621.78	-650156.04
770627.37	-650098.70
770632.17	-650066.86
770636.41	-650058.23
770647.16	-650045.46
770658.25	-650036.59
770663.02	-650034.79
770672.97	-650033.57
770730.82	-650039.32
770778.52	-650049.18
770808.30	-650051.40
770820.28	-650049.68
770830.42	-650045.46
770897.51	-649983.90
770942.26	-649944.01
770954.61	-649929.42
770961.79	-649914.44
770981.13	-649824.41
770976.44	-649789.17
770972.43	-649751.98
770972.88	-649732.86
770975.30	-649726.75
770980.24	-649723.10
770992.69	-649717.46
771001.31	-649710.75
771002.91	-649705.73
771011.75	-649673.77
771019.60	-649660.13
771029.32	-649650.76
771033.15	-649649.17
771040.83	-649645.08
771055.18	-649635.67
771059.96	-649626.93
771069.88	-649601.93
771076.56	-649594.41
771084.47	-649589.75
771104.55	-649585.85
771120.30	-649576.46
771131.21	-649574.03
771160.98	-649572.53
771169.65	-649570.21
771176.33	-649567.46
771216.90	-649538.93
771228.14	-649526.74
771235.15	-649511.72
771241.99	-649500.90
771249.51	-649494.76
771261.87	-649479.28
771265.82	-649467.60
771266.69	-649459.22
771261.24	-649441.07
771243.37	-649410.05
*	* Chomutovka
784273.94	-651381.10
784080.49	-651279.82
783961.81	-651219.58
783838.30	-651162.57
783755.90	-651120.31
783752.90	-651112.59
783682.29	-651070.16
783739.44	-651034.78
783755.70	-651029.12
783789.19	-651020.44
783798.63	-651010.52
783810.25	-650983.37
783826.29	-650964.32
783872.81	-650948.78
783909.83	-650946.24
783917.79	-650943.96
783924.39	-650939.81
783936.55	-650922.07
783949.60	-650914.98
783976.64	-650917.30
784010.22	-650911.55
784016.41	-650905.52
784028.51	-650881.90
784075.72	-650860.67
784127.60	-650824.14
784275.91	-650812.56
784291.43	-650806.75
*	* Chomutovka
784291.43	-650806.75
784301.35	-650803.03
*	* Pöhlwasser
757755.96	-659081.94
757754.71	-659078.64
757752.73	-659076.06
757750.62	-659070.58
757747.86	-659053.29
757748.37	-659048.53
757748.92	-659044.57
757748.80	-659041.09
757748.21	-659038.43
757745.32	-659035.67
757741.30	-659033.02
757734.43	-659030.85
757728.08	-659027.39
757721.08	-659022.66
757716.11	-659014.80
757712.37	-659009.85
757704.29	-659006.37
757692.37	-659001.43
757687.09	-658997.81
757683.52	-658991.71
757683.43	-658987.67
757681.95	-658983.28
757678.64	-658978.77
757674.04	-658975.17
757668.22	-658970.96
757660.44	-658969.86
757618.48	-658947.46
757589.25	-658917.48
757557.48	-658901.72
757513.01	-658893.10
757482.12	-658884.34
757452.76	-658884.18
757427.74	-658872.97
757376.95	-658879.31
757306.97	-658879.37
757279.98	-658863.53
757258.18	-658862.45
757243.88	-658854.93
757217.70	-658844.52
757181.46	-658824.22
757142.64	-658795.79
757114.66	-658775.51
757068.59	-658750.05
757021.22	-658715.30
756990.61	-658699.74
756955.11	-658679.97
756921.76	-658658.54
756901.04	-658645.14
756859.94	-658624.54
756798.11	-658594.76
756761.48	-658579.05
756705.63	-658552.97
756656.67	-658531.21
756625.90	-658514.90
756588.34	-658495.08
756567.85	-658498.31
756536.08	-658497.25
756483.84	-658485.64
756422.77	-658462.03
756382.96	-658436.04
756329.47	-658400.62
756318.01	-658382.90
756311.06	-658369.38
756270.25	-658359.60
756251.96	-658359.85
756230.16	-658367.45
756211.94	-658357.51
756199.64	-658344.31
756181.26	-658339.61
756160.33	-658326.00
756118.36	-658310.32
756076.52	-658315.06
756052.70	-658306.25
756008.75	-658281.48
755987.46	-658281.20
755947.61	-658285.95
755939.49	-658272.89
755925.27	-658255.31
755919.53	-658238.50
755868.37	-658225.94
755726.86	-658215.15
755630.04	-658183.99
755600.48	-658177.27
755575.16	-658192.81
755543.06	-658191.29
755510.42	-658199.62
755481.97	-658207.16
755466.10	-658205.01
755437.97	-658201.04
755428.85	-658200.04
755407.91	-658203.33
755399.10	-658201.24
755375.23	-658189.41
755352.83	-658187.09
755324.16	-658184.19
755306.30	-658185.71
755272.59	-658190.70
755251.76	-658186.13
755240.02	-658179.66
755235.24	-658178.27
755200.27	-658184.38
755184.96	-658188.15
755150.70	-658197.66
755133.38	-658196.92
755120.84	-658198.58
755111.21	-658200.05
755099.92	-658204.22
755084.50	-658215.02
755070.33	-658221.41
755048.21	-658235.88
755033.08	-658246.65
755018.92	-658264.75
755012.99	-658267.75
755005.23	-658266.33
754989.26	-658262.11
754976.01	-658254.36
754970.25	-658246.06
754964.24	-658243.55
754956.87	-658244.54
754937.43	-658254.82
754901.76	-658273.66
754880.95	-658285.26
754842.63	-658318.33
754803.35	-658352.08
754774.51	-658373.48
754745.89	-658388.53
754718.92	-658403.69
754666.48	-658429.43
754648.68	-658440.38
754637.20	-658435.00
754595.61	-658428.65
754576.02	-658420.99
754553.04	-658399.66
754518.56	-658358.15
754385.35	-658305.84
754363.02	-658292.71
754309.21	-658250.26
754261.37	-658245.22
754219.04	-658217.99
754208.91	-658218.22
754184.08	-658227.27
754159.75	-658219.03
754126.02	-658193.34
754064.80	-658146.66
754037.74	-658138.26
754011.33	-658117.89
753994.52	-658103.86
753985.48	-658100.59
753972.36	-658096.67
753962.55	-658094.96
753918.77	-658083.88
753901.90	-658077.95
753891.47	-658073.55
753873.30	-658054.92
753842.49	-658036.85
753810.96	-658028.00
753788.06	-658009.57
753768.61	-657980.87
753760.58	-657973.30
753715.84	-657950.18
753697.08	-657937.66
753691.08	-657923.93
753694.28	-657893.58
753694.60	-657890.56
753703.61	-657848.78
753697.40	-657827.51
753692.20	-657814.82
753658.01	-657794.96
753633.16	-657793.83
753613.98	-657798.49
753596.87	-657796.17
753579.53	-657785.11
753568.62	-657772.06
753555.35	-657752.61
753545.59	-657740.24
753543.17	-657732.10
753539.74	-657720.57
753535.37	-657704.55
753530.61	-657689.74
753521.27	-657679.03
753508.70	-657672.21
753495.05	-657664.83
753477.02	-657656.64
753458.55	-657648.47
753436.18	-657639.73
753419.93	-657637.26
753408.44	-657637.52
753396.15	-657642.59
753386.63	-657643.36
753368.49	-657629.80
753352.87	-657618.81
753340.59	-657611.97
753329.70	-657596.86
753315.81	-657578.63
753308.92	-657556.79
753303.64	-657540.37
753296.54	-657514.51
753289.44	-657497.44
753285.59	-657476.93
753288.29	-657462.05
753275.41	-657446.02
753265.02	-657435.80
753241.02	-657426.00
753221.79	-657418.38
753204.75	-657405.63
753197.81	-657397.41
753182.06	-657384.41
753170.95	-657358.52
753163.40	-657336.76
753155.02	-657321.34
753141.96	-657305.23
753116.84	-657276.12
753107.82	-657259.81
753101.73	-657238.33
753100.10	-657212.55
753092.63	-657182.01
753087.88	-657153.77
753087.35	-657135.37
753089.96	-657116.26
753094.43	-657089.42
753097.83	-657078.84
753106.88	-657061.64
753118.60	-657041.89
753125.08	-657017.95
753128.23	-656998.63
753125.84	-656980.13
753116.94	-656962.33
753098.11	-656939.99
753079.97	-656916.32
753060.65	-656895.30
753036.65	-656877.67
753021.16	-656862.43
753008.03	-656849.68
752977.42	-656830.52
752962.50	-656819.34
752947.49	-656810.21
752920.85	-656784.16
752921.58	-656768.97
752916.55	-656742.42
752906.22	-656718.17
752889.53	-656705.03
752868.81	-656689.67
752862.30	-656674.93
752860.24	-656654.53
752860.00	-656634.89
752851.96	-656599.95
752841.58	-656560.65
752826.58	-656543.81
752808.71	-656529.42
752798.03	-656520.43
752785.25	-656513.02
752764.51	-656501.05
752749.88	-656493.75
752729.05	-656487.72
752702.62	-656485.49
752689.21	-656485.77
752675.14	-656488.13
752652.28	-656498.71
752612.64	-656504.90
752580.00	-656509.20
752547.08	-656513.22
752523.82	-656513.85
752505.93	-656513.75
752483.52	-656510.12
752467.68	-656499.27
752459.85	-656480.76
752464.17	-656450.01
752465.95	-656426.66
752469.72	-656391.95
752460.51	-656360.06
752441.70	-656325.73
752429.23	-656294.36
752410.23	-656270.93
752395.29	-656256.04
752382.38	-656245.40
752365.81	-656234.58
752337.80	-656213.05
752319.28	-656199.42
752294.98	-656179.53
752278.31	-656158.91
752266.13	-656140.97
752249.38	-656126.15
752212.37	-656114.52
752174.75	-656105.46
752142.58	-656095.77
752122.82	-656094.19
752096.57	-656086.38
752068.75	-656074.41
752052.33	-656060.92
752028.91	-656029.00
752021.59	-656013.36
752014.24	-655989.73
752001.75	-655965.27
751981.65	-655949.18
751955.73	-655925.72
751937.71	-655907.34
751917.40	-655886.90
751904.46	-655868.27
751886.82	-655842.96
751884.55	-655833.63
751876.33	-655799.51
751873.51	-655754.42
751867.74	-655738.81
751855.80	-655722.85
751847.27	-655713.14
751833.09	-655700.74
751777.51	-655668.95
751750.64	-655649.91
751728.05	-655623.11
751693.18	-655601.26
751672.51	-655593.69
751643.93	-655582.74
751609.59	-655573.51
751563.69	-655545.15
751546.68	-655525.04
751534.55	-655509.36
751527.05	-655481.24
751514.94	-655471.95
751505.99	-655461.63
751493.40	-655448.58
751476.51	-655436.91
751471.09	-655427.28
