*	* unknown
818089.38	-669832.63
818162.48	-669808.49
818211.30	-669767.83
818245.24	-669717.12
818262.31	-669655.87
818256.23	-669570.87
818217.15	-669442.68
818215.28	-669411.93
818219.33	-669358.18
818257.62	-669265.83
818278.33	-669241.68
818304.05	-669220.62
818338.80	-669200.42
818447.19	-669173.14
818541.92	-669144.37
818733.33	-669155.33
818809.52	-669145.63
818865.79	-669129.98
818929.34	-669102.84
819105.44	-669017.13
819168.39	-668978.84
819178.40	-668863.48
819178.14	-668813.88
819172.63	-668773.19
819170.89	-668712.02
819152.29	-668577.47
819140.24	-668444.08
819146.29	-668344.59
819169.14	-668290.59
819201.21	-668242.19
819271.14	-668198.89
819312.68	-668168.28
819333.54	-668126.99
819337.59	-668053.41
819320.90	-667977.67
819295.14	-667905.76
819253.34	-667844.85
819202.52	-667805.68
819048.60	-667731.93
818882.77	-667666.41
818814.06	-667620.69
818775.80	-667574.11
818754.62	-667533.02
818737.93	-667483.08
818735.48	-667436.41
818762.26	-667382.43
818795.98	-667346.31
818893.06	-667280.45
818955.90	-667226.12
819065.35	-667077.03
819121.46	-667008.65
819176.89	-666978.59
819259.53	-666973.64
819316.70	-666981.41
819373.45	-667011.03
819540.31	-667125.31
819591.49	-667147.32
819741.15	-667193.11
819937.89	-667204.80
819996.37	-667242.33
820026.45	-667272.71
820092.79	-667368.97
820134.35	-667503.59
820150.84	-667545.38
820175.13	-667621.37
820217.77	-667672.78
820272.12	-667720.03
820306.77	-667740.46
820340.99	-667753.90
820376.32	-667761.44
820420.25	-667760.65
820487.47	-667749.91
820560.95	-667714.35
820614.71	-667666.01
820640.53	-667603.83
820645.54	-667547.99
820654.54	-667506.41
820661.68	-667440.68
820647.96	-667389.79
820630.76	-667362.32
820516.88	-667229.03
820410.88	-667089.94
820395.48	-667064.80
820381.74	-667041.07
820367.87	-666998.06
820367.55	-666974.79
820374.78	-666952.57
820390.47	-666932.55
820547.41	-666832.37
820654.56	-666754.88
820740.17	-666684.80
820802.06	-666616.94
820833.59	-666565.56
820872.36	-666477.10
820936.12	-666388.49
820979.02	-666346.74
821015.10	-666322.33
821071.57	-666307.04
821107.29	-666311.05
821136.57	-666325.89
821204.75	-666379.69
821423.13	-666512.03
821475.15	-666560.12
821551.07	-666651.23
821591.15	-666672.67
821634.35	-666675.96
821703.08	-666657.91
821798.23	-666604.64
821840.75	-666572.99
821858.16	-666554.96
821873.00	-666531.65
821882.79	-666498.08
821887.13	-666467.26
821883.43	-666443.15
821797.91	-666277.92
821750.07	-666148.06
821726.03	-666010.36
821726.29	-665949.44
821740.83	-665879.81
821752.05	-665851.63
821767.19	-665825.89
821809.43	-665759.75
821821.16	-665747.85
821887.22	-665718.06
821958.81	-665717.18
822037.92	-665722.78
822127.30	-665751.80
822200.37	-665770.08
822255.07	-665761.86
822288.44	-665743.99
822343.36	-665697.71
822363.83	-665673.81
822445.14	-665552.83
822495.29	-665454.60
822518.20	-665431.04
822553.93	-665410.12
822627.65	-665388.89
822704.06	-665382.87
822758.09	-665406.14
822780.29	-665426.87
822806.36	-665475.79
822814.14	-665507.50
822818.85	-665559.83
822827.91	-665583.72
822886.89	-665652.42
822962.32	-665768.27
822983.30	-665792.67
823007.23	-665811.17
823047.36	-665829.08
823117.57	-665822.26
823176.55	-665811.59
823205.82	-665809.26
823239.36	-665812.58
823287.68	-665825.66
823317.76	-665845.48
823336.26	-665872.61
823341.07	-665908.19
823338.00	-665949.38
823321.56	-665991.67
823286.63	-666030.08
823206.15	-666100.84
823199.52	-666124.83
823215.69	-666157.11
823238.95	-666177.84
823242.75	-666179.03
823292.31	-666194.47
823343.28	-666201.50
823467.53	-666183.01
823507.67	-666171.18
823585.57	-666138.78
823670.91	-666086.13
823703.74	-666058.48
823730.86	-666027.15
823749.38	-665997.17
823803.39	-665912.45
823852.38	-665850.41
823880.69	-665821.76
823923.39	-665789.90
823989.93	-665750.73
824036.65	-665735.32
824064.24	-665717.62
824126.49	-665607.59
824143.13	-665566.23
824155.17	-665485.12
824165.91	-665432.25
824174.29	-665324.93
824175.12	-665276.16
824171.49	-665238.66
824163.61	-665199.60
824144.14	-665152.24
824109.53	-665112.06
824077.47	-665092.92
824038.05	-665087.24
823949.51	-665102.48
823915.02	-665102.87
823880.39	-665096.40
823846.22	-665084.02
823812.55	-665062.83
823777.15	-665019.68
823755.05	-664977.79
823738.90	-664920.82
823736.87	-664874.61
823744.54	-664832.48
823769.04	-664782.07
823803.41	-664743.30
823835.45	-664714.35
823858.99	-664675.43
823871.54	-664637.89
823874.98	-664594.45
823868.11	-664559.90
823852.18	-664536.60
823801.04	-664504.21
823728.40	-664439.00
823713.87	-664419.41
823694.47	-664376.95
823687.66	-664306.27
823695.95	-664267.19
823706.12	-664247.78
823721.42	-664231.36
823783.33	-664205.75
823870.80	-664186.02
824139.47	-664159.75
824207.57	-664158.94
824245.89	-664168.25
824269.12	-664178.59
824310.95	-664209.95
824328.04	-664248.49
824332.84	-664269.52
824332.30	-664311.89
824316.11	-664389.63
824305.98	-664460.77
824304.04	-664502.79
824310.63	-664558.48
824320.96	-664597.49
824349.51	-664655.18
824376.45	-664698.49
824396.09	-664737.47
824398.06	-664767.25
824389.54	-664814.46
824374.71	-664849.01
824369.54	-664867.51
824369.99	-664894.12
824378.04	-664923.50
824401.73	-664964.61
824433.58	-664990.62
824463.47	-664997.35
824520.26	-665000.94
824592.46	-664999.18
824613.66	-665001.99
824650.79	-665033.30
824711.79	-665077.65
824743.91	-665087.93
824775.97	-665086.46
824846.51	-665050.75
824955.37	-664973.89
824987.72	-664960.08
825045.37	-664952.13
825104.72	-664973.06
825141.55	-664995.82
825219.80	-665072.97
825256.53	-665103.40
825306.16	-665122.54
825334.07	-665126.19
825402.80	-665109.91
825473.90	-665086.35
825516.51	-665062.54
825540.14	-665029.89
825545.40	-665003.36
825541.09	-664971.00
825528.03	-664928.48
825498.97	-664878.66
825421.46	-664773.31
825386.87	-664711.47
825372.16	-664671.49
825366.22	-664636.94
825380.82	-664510.60
825389.18	-664462.68
825387.38	-664387.97
825388.11	-664359.35
825389.92	-664345.07
825403.37	-664320.74
825420.08	-664304.89
825439.61	-664295.30
825484.62	-664295.41
825531.11	-664304.05
825684.95	-664354.04
825759.27	-664393.12
825861.10	-664432.53
825885.59	-664447.02
825915.20	-664474.56
825926.38	-664500.19
825930.76	-664529.61
825919.03	-664553.22
825829.12	-664660.95
825810.58	-664694.92
825805.69	-664729.25
825809.82	-664760.77
825827.22	-664799.19
825852.68	-664824.16
825894.77	-664846.54
825944.86	-664857.22
826011.19	-664845.13
826046.69	-664820.84
826092.72	-664756.47
826109.63	-664744.42
826179.07	-664713.10
826198.81	-664695.43
826218.53	-664673.04
826247.85	-664624.55
826262.41	-664575.78
826290.17	-664500.54
826308.79	-664475.10
826333.31	-664460.45
826389.31	-664449.42
826459.08	-664461.44
826500.95	-664482.89
826537.78	-664512.79
826568.23	-664545.02
826650.77	-664655.42
826678.79	-664701.44
826700.17	-664743.97
826773.56	-664919.16
826848.78	-665078.97
826867.59	-665142.22
826885.41	-665232.50
826898.62	-665270.49
826912.68	-665286.43
826946.27	-665302.82
826988.75	-665299.52
827146.23	-665243.70
827197.99	-665240.98
827259.12	-665258.45
827294.48	-665282.71
827313.60	-665317.17
827320.96	-665343.66
827316.53	-665376.62
827310.22	-665401.09
827238.59	-665528.62
827234.22	-665565.41
827245.55	-665592.35
827264.77	-665621.52
827317.36	-665655.33
827374.54	-665671.74
827430.81	-665671.00
827488.76	-665682.39
827552.54	-665716.39
827583.68	-665739.88
827600.73	-665746.09
827638.72	-665751.74
827670.88	-665749.25
827773.42	-665741.33
827808.10	-665747.76
827857.11	-665768.25
827907.19	-665789.18
827942.62	-665807.71
828051.06	-665832.30
828188.69	-665844.17
828275.38	-665830.03
828314.43	-665807.59
828352.34	-665766.04
828638.15	-665524.30
828705.14	-665459.28
828888.29	-665262.95
828915.01	-665204.25
828919.71	-665159.31
828919.71	-664969.68
828924.78	-664872.62
828926.34	-664778.63
828937.43	-664692.30
828952.18	-664645.71
828954.79	-664637.46
828968.40	-664608.18
829025.91	-664537.79
829081.03	-664499.37
829110.00	-664483.44
829164.88	-664465.41
829194.06	-664459.15
829248.09	-664456.57
829281.95	-664461.32
829379.65	-664491.92
829457.47	-664529.10
829571.58	-664597.74
829659.68	-664665.13
829720.80	-664686.94
829797.23	-664693.88
829913.24	-664682.63
829965.21	-664685.57
830011.43	-664691.84
830062.43	-664707.48
830105.39	-664715.83
830188.36	-664714.43
830289.34	-664690.57
830340.84	-664671.88
830365.70	-664667.01
830392.09	-664667.12
830460.19	-664684.87
830576.58	-664729.26
830612.95	-664734.86
830677.87	-664724.85
830715.05	-664691.20
830804.71	-664591.70
830873.56	-664537.48
830907.52	-664515.51
830933.28	-664508.35
830976.46	-664519.89
831007.36	-664534.53
831031.27	-664552.03
831050.97	-664573.82
831080.25	-664665.03
831091.47	-664758.14
831099.82	-665016.74
831117.20	-665048.16
831135.20	-665063.03
831162.08	-665063.27
831182.89	-665054.64
831245.62	-664989.13
831290.65	-664927.43
831341.78	-664844.52
831368.38	-664793.94
831396.80	-664730.25
831410.62	-664691.22
831419.70	-664621.51
831423.84	-664522.33
831437.50	-664424.35
831472.78	-664353.87
831508.81	-664301.96
831545.15	-664268.72
831588.15	-664238.44
831720.45	-664197.53
831750.39	-664181.85
831797.03	-664117.53
831795.22	-664083.81
831782.08	-664041.61
831730.70	-663915.91
831728.67	-663897.86
831733.56	-663886.16
831814.66	-663876.00
831858.17	-663866.66
831977.50	-663825.29
832037.21	-663780.39
832077.37	-663727.73
832153.14	-663617.09
832164.91	-663599.41
832191.23	-663565.49
832240.44	-663527.84
832282.37	-663504.52
832369.49	-663484.94
832552.50	-663472.29
832569.05	-663467.44
832577.78	-663464.88
832637.37	-663428.59
832682.86	-663390.17
832764.35	-663304.50
832786.90	-663268.77
832800.84	-663232.08
832805.83	-663184.90
832804.32	-663141.41
832751.85	-662996.39
832751.83	-662973.11
832754.35	-662932.50
832770.78	-662897.18
832800.64	-662869.21
832831.13	-662854.80
832870.71	-662846.30
832903.78	-662846.50
832940.68	-662859.35
832979.88	-662882.93
833026.53	-662922.87
833088.24	-662982.16
833114.56	-662997.84
833161.83	-663016.15
833195.75	-663019.07
833228.13	-663012.05
833258.87	-662993.65
833287.47	-662967.86
833302.01	-662941.72
833331.48	-662870.93
833351.85	-662832.87
833409.97	-662764.14
833509.47	-662678.98
833554.86	-662654.08
833598.61	-662644.11
833633.70	-662643.31
833732.29	-662661.98
833805.55	-662688.24
833870.72	-662719.69
833922.28	-662751.76
833960.39	-662780.24
833968.91	-662786.60
834002.31	-662817.50
834039.07	-662863.51
834059.14	-662903.33
834072.72	-662943.09
834078.72	-662991.10
834074.37	-663038.48
834033.49	-663280.41
834031.87	-663372.02
834041.49	-663419.37
834072.27	-663487.18
834092.43	-663521.04
834139.50	-663568.19
834215.68	-663623.51
834264.05	-663663.65
834306.39	-663709.88
834322.71	-663738.95
834333.83	-663772.49
834335.64	-663818.29
834332.46	-663859.82
834320.10	-663919.47
834311.31	-663977.51
834311.07	-664041.17
834319.02	-664068.92
834336.29	-664097.22
834361.67	-664130.81
834416.94	-664172.28
834464.14	-664199.19
834504.38	-664217.40
834567.92	-664231.81
834616.32	-664230.88
834678.58	-664223.68
834737.30	-664208.24
834815.74	-664177.34
834886.37	-664141.38
834941.98	-664099.13
835084.93	-663978.59
835177.90	-663929.40
835233.53	-663909.59
835276.84	-663901.43
835311.70	-663899.55
835453.89	-663921.51
835478.08	-663921.05
835501.30	-663909.83
835532.45	-663882.91
835548.77	-663846.84
835554.96	-663811.39
835570.64	-663619.21
835565.43	-663579.34
835557.51	-663544.80
835542.13	-663507.12
835526.19	-663477.41
835506.15	-663444.10
835481.34	-663414.62
835217.88	-663161.64
835192.53	-663124.41
835171.11	-663082.20
835154.88	-663027.64
835146.90	-662974.89
835144.41	-662921.88
835154.64	-662880.84
835186.57	-662796.28
835197.79	-662778.09
835231.37	-662733.01
835260.12	-662702.69
835301.89	-662667.88
835349.56	-662645.37
835415.35	-662623.36
835554.54	-662595.17
835617.73	-662571.47
835660.00	-662541.62
835692.43	-662505.63
835716.52	-662466.96
835720.90	-662422.02
835714.78	-662373.03
835700.49	-662322.20
835681.68	-662273.68
835666.10	-662222.01
835661.31	-662173.87
835662.64	-662133.15
835675.95	-662054.64
835687.99	-661957.31
835680.32	-661840.17
835679.56	-661787.73
835689.16	-661735.19
835700.96	-661702.92
835719.90	-661673.00
835739.47	-661650.08
835764.50	-661627.76
835786.36	-661615.48
835826.15	-661603.81
835881.05	-661602.56
835939.71	-661593.10
835956.70	-661588.13
836024.04	-661555.75
836049.69	-661539.97
836086.60	-661499.92
836103.09	-661475.58
836117.22	-661448.85
836140.32	-661388.34
836167.19	-661344.31
836180.76	-661328.63
836195.87	-661317.27
836234.17	-661298.68
836342.00	-661272.78
836412.83	-661268.42
836448.26	-661268.85
836512.33	-661277.47
836562.44	-661293.93
836618.99	-661322.16
836634.04	-661334.30
836686.92	-661390.29
836715.83	-661432.20
836773.34	-661533.20
836779.63	-661550.61
836781.07	-661563.39
836772.64	-661590.49
836710.65	-661679.42
836686.60	-661729.17
836678.60	-661758.34
836674.64	-661784.14
836675.25	-661833.39
836691.06	-661951.56
836722.16	-662059.04
836736.59	-662163.01
836751.65	-662347.17
836757.73	-662388.32
836782.89	-662458.10
836802.45	-662495.42
836828.87	-662536.42
836878.42	-662588.89
836934.67	-662629.39
836995.09	-662660.73
837044.21	-662681.50
837076.11	-662690.32
837137.68	-662695.96
837200.35	-662688.05
837347.34	-662661.50
837411.00	-662656.65
837432.32	-662655.22
837472.72	-662658.06
837528.08	-662663.65
837638.59	-662690.44
837760.78	-662757.35
837777.21	-662762.94
837823.69	-662757.90
837847.83	-662746.74
837885.79	-662713.19
837938.54	-662617.94
837993.97	-662487.66
837997.57	-662466.97
837993.43	-662448.43
837978.75	-662425.85
837973.27	-662402.13
837970.83	-662360.55
837931.98	-662192.40
837929.64	-662153.09
837932.63	-662126.03
837950.20	-662075.93
837961.92	-662053.87
837975.92	-662035.32
838000.21	-662012.18
838021.31	-662000.52
838104.35	-661973.46
838213.66	-661949.18
838233.96	-661945.57
838283.34	-661922.31
838314.03	-661901.16
838339.93	-661879.12
838364.00	-661851.77
838378.13	-661828.91
838388.10	-661806.55
838394.93	-661776.57
838407.16	-661695.02
838404.15	-661655.90
838388.05	-661606.94
838367.51	-661567.43
838340.64	-661544.16
838311.68	-661524.45
838299.48	-661519.70
838252.21	-661510.95
838162.44	-661522.49
838104.76	-661537.97
837925.36	-661612.70
837871.05	-661622.03
837842.65	-661615.64
837800.28	-661587.32
837770.12	-661549.84
837741.43	-661507.90
837732.10	-661487.42
837726.93	-661467.69
837726.57	-661446.59
837736.83	-661414.23
837788.12	-661327.70
837814.31	-661267.54
837845.20	-661146.87
837875.04	-660918.34
837878.71	-660903.29
837900.91	-660806.48
837903.72	-660757.75
837899.76	-660708.48
837887.56	-660659.77
837871.21	-660611.21
837846.45	-660572.82
837828.49	-660555.08
837805.13	-660541.45
837715.64	-660505.14
837685.13	-660486.77
837675.70	-660479.26
837659.79	-660454.85
837654.84	-660431.87
837654.68	-660405.84
837665.13	-660281.00
837666.45	-660255.97
837672.68	-660242.05
837700.52	-660215.48
837754.00	-660180.25
837857.92	-660142.62
837918.74	-660127.27
838083.39	-660097.94
838143.45	-660109.96
838153.40	-660111.95
838232.75	-660139.37
838282.33	-660143.04
838361.01	-660137.10
838480.64	-660099.86
838532.99	-660092.16
838551.64	-660097.07
838575.52	-660108.95
838602.25	-660127.23
838639.66	-660183.17
838648.94	-660204.11
838666.03	-660267.15
838680.07	-660350.21
838680.93	-660374.67
838659.23	-660559.14
838660.10	-660582.15
838669.80	-660613.29
838689.31	-660649.24
838724.31	-660683.99
838775.35	-660711.27
838804.82	-660722.69
838904.51	-660745.75
838988.62	-660775.17
839120.26	-660840.17
839133.11	-660850.49
839158.21	-660879.28
839197.88	-660935.51
839241.94	-661024.04
839294.54	-661160.45
839320.93	-661212.15
839409.19	-661291.41
839476.09	-661301.04
839553.79	-661301.18
839630.99	-661296.14
839749.66	-661277.89
839818.26	-661262.59
839870.27	-661245.34
839945.19	-661207.86
840024.54	-661160.67
840482.79	-660935.94
840587.31	-660877.22
840749.41	-660770.17
840853.73	-660695.18
840878.61	-660685.01
840917.97	-660679.73
840953.86	-660682.07
840977.64	-660719.95
840997.69	-660752.71
841124.66	-660828.26
841153.16	-660873.68
841182.03	-660943.98
841185.60	-661065.52
841168.88	-661143.75
841143.33	-661236.31
841142.37	-661250.99
841146.17	-661293.24
841150.69	-661314.92
841155.90	-661326.60
841173.05	-661346.68
841254.11	-661377.78
841274.45	-661382.10
841309.91	-661379.88
841456.95	-661333.67
841595.13	-661299.05
841762.85	-661226.87
841919.34	-661125.52
842059.73	-661065.73
842099.74	-661048.70
842475.24	-660915.35
842496.67	-660904.00
842583.34	-660871.99
842640.94	-660854.37
842909.20	-660741.51
843148.88	-660633.44
843235.20	-660567.35
843287.94	-660519.07
843411.29	-660436.85
843799.29	-660284.27
843911.63	-660261.23
844021.12	-660262.55
844220.37	-660297.27
844278.93	-660292.19
844318.47	-660276.71
844587.86	-660137.07
844731.30	-660091.52
844854.59	-660065.53
844896.16	-660033.96
844967.52	-659969.89
845082.90	-659853.45
845149.81	-659803.13
845273.70	-659739.43
845422.01	-659684.91
845624.14	-659615.06
845704.34	-659574.58
845752.65	-659529.97
845794.78	-659468.73
845812.70	-659434.42
845867.54	-659326.98
845906.08	-659277.93
845921.20	-659266.40
845985.78	-659232.36
846024.24	-659217.16
846067.01	-659210.42
846132.25	-659221.41
846257.53	-659273.27
846485.78	-659330.89
846588.03	-659339.59
846650.22	-659327.55
846714.28	-659302.86
846742.29	-659290.53
846876.63	-659192.82
846983.14	-659158.03
847037.20	-659147.21
847065.26	-659131.36
847172.74	-659097.28
847240.18	-659054.02
847371.62	-658980.58
847694.68	-658879.83
847749.00	-658843.96
847875.85	-658627.12
847934.99	-658555.35
848026.98	-658518.25
848182.27	-658470.93
848290.59	-658451.86
848439.25	-658433.63
848514.61	-658425.20
848660.44	-658437.33
848718.15	-658458.14
848757.51	-658479.57
848823.87	-658568.72
848859.07	-658623.96
848903.34	-658675.01
848991.07	-658705.58
849064.95	-658722.54
849177.82	-658715.54
849282.62	-658684.80
849335.16	-658654.25
849382.28	-658601.21
849406.73	-658544.93
849420.65	-658418.51
849432.89	-658365.61
849463.82	-658293.16
849529.73	-658204.85
849587.43	-658155.68
849640.17	-658122.83
849685.70	-658106.22
849732.91	-658100.00
849780.49	-658100.28
849964.89	-658128.47
850121.43	-658137.17
850395.29	-658090.72
850480.45	-658073.44
850625.61	-658065.38
850894.92	-658092.23
851044.14	-658113.23
851196.98	-658144.16
851277.73	-658151.85
851337.08	-658138.29
851374.85	-658119.79
851429.07	-658080.47
851484.69	-658029.50
851502.37	-658003.23
851537.36	-657934.39
851592.93	-657759.74
851640.16	-657680.51
851690.79	-657621.76
851747.75	-657583.60
851829.86	-657552.87
851886.08	-657522.08
851980.23	-657455.18
852013.41	-657423.56
852076.84	-657363.29
852295.53	-657127.77
852323.91	-657094.52
852418.45	-656969.27
852453.49	-656938.13
852541.36	-656891.20
852604.89	-656865.50
852636.60	-656842.58
852676.12	-656805.73
852705.02	-656756.86
852714.17	-656703.87
852736.41	-656652.70
852741.28	-656628.65
852738.43	-656596.70
852718.50	-656549.54
852692.76	-656513.64
852673.54	-656497.48
852604.26	-656454.91
852579.27	-656435.19
852571.71	-656413.66
852569.40	-656376.75
852574.65	-656367.90
852587.90	-656357.07
852634.71	-656328.41
852749.35	-656294.65
852809.32	-656270.82
852846.68	-656250.87
852880.26	-656225.29
852920.92	-656187.89
852936.02	-656166.77
852970.90	-656119.74
852991.26	-656068.49
852999.54	-656036.19
853002.97	-656000.91
853000.45	-655974.18
852992.96	-655956.78
852982.74	-655945.79
852969.37	-655935.19
852931.63	-655915.26
852905.77	-655891.79
852892.52	-655876.15
852890.37	-655873.16
852885.97	-655860.65
852886.85	-655851.90
852900.89	-655827.27
852945.52	-655790.79
853119.70	-655663.05
853381.61	-655420.24
853440.39	-655364.97
853509.92	-655284.95
853532.50	-655267.53
853553.88	-655251.84
853563.05	-655246.29
853794.86	-655226.69
853865.05	-655238.91
853902.89	-655254.94
854064.69	-655347.74
854081.99	-655351.23
854117.32	-655357.58
854210.86	-655330.70
854313.25	-655277.75
854425.57	-655233.27
854454.19	-655218.06
854468.71	-655204.37
854469.24	-655174.97
854474.83	-655138.53
854474.12	-655128.74
854469.51	-655117.84
854438.51	-655083.27
854345.86	-654995.53
854320.60	-654963.61
854314.68	-654950.96
854311.50	-654933.76
854311.08	-654881.33
854319.90	-654805.54
854323.72	-654792.91
854338.51	-654764.63
854381.38	-654703.64
854468.35	-654643.40
854551.88	-654590.84
854590.94	-654548.24
854591.69	-654531.97
854586.32	-654499.66
854574.99	-654469.26
854559.26	-654440.91
854545.93	-654424.74
854385.48	-654279.95
854321.73	-654222.31
854245.24	-654145.55
854105.27	-654048.47
854083.83	-654011.52
854066.75	-653963.07
854060.61	-653921.06
854063.24	-653850.00
854079.43	-653795.82
854121.52	-653732.38
854146.10	-653706.31
854198.09	-653660.99
854371.28	-653556.49
854406.88	-653510.61
854427.07	-653449.76
854428.67	-653444.95
854436.90	-653345.48
854438.68	-653279.00
854418.12	-653193.19
854412.57	-653170.08
854392.97	-653134.38
854382.31	-653114.93
854359.60	-653089.13
854326.55	-653044.59
854317.20	-653032.79
854242.93	-652981.28
854155.09	-652956.94
854039.39	-652965.05
853952.42	-652961.81
853925.82	-652953.60
853903.18	-652944.54
853847.17	-652899.37
853782.39	-652828.92
853753.64	-652753.61
853751.02	-652741.06
853747.74	-652699.16
853762.11	-652614.45
853902.33	-652335.85
853933.27	-652292.35
853945.04	-652274.71
853956.45	-652252.75
853972.85	-652202.16
853983.90	-652134.74
853979.50	-652083.56
853972.82	-652059.22
853959.94	-652027.37
853931.49	-651986.79
853903.11	-651954.65
853826.91	-651876.32
853695.73	-651740.33
853647.99	-651685.42
853605.27	-651630.51
853530.12	-651515.17
853474.26	-651405.81
853446.64	-651341.46
853430.52	-651289.94
853414.03	-651209.59
853411.33	-651096.17
853419.48	-651048.58
853448.97	-650914.26
853473.81	-650849.90
853493.78	-650785.22
853524.55	-650700.37
853537.13	-650629.70
853529.01	-650551.01
853517.66	-650509.05
853476.30	-650421.74
853438.92	-650367.36
853394.70	-650319.91
853216.07	-650194.11
853189.04	-650167.24
853155.75	-650125.30
853138.25	-650098.24
853124.63	-650070.21
853107.14	-650013.01
853100.33	-649970.17
853103.90	-649895.23
853140.22	-649746.17
853158.79	-649621.04
853199.46	-649521.73
853220.66	-649426.02
853278.48	-649292.12
853314.82	-649223.90
853375.67	-649137.19
853447.06	-649039.12
853458.82	-649027.11
853494.73	-648972.56
853533.96	-648903.39
853553.22	-648849.41
853565.06	-648792.65
853587.91	-648594.65
853685.05	-647793.36
853706.40	-647612.29
853708.22	-647597.46
853736.27	-647329.00
853740.51	-647301.10
853786.74	-647064.10
853782.69	-646921.48
853768.85	-646827.72
853738.14	-646700.50
853714.35	-646634.98
853680.24	-646566.33
853549.54	-646381.73
853541.95	-646371.18
853513.11	-646331.02
853407.22	-646201.80
853385.12	-646146.94
853352.18	-645964.14
853208.00	-645780.40
853183.98	-645692.35
853165.96	-645589.37
853156.41	-645546.24
853155.78	-645543.36
853129.67	-645348.86
853110.36	-645252.90
853092.05	-645204.63
853071.66	-645162.87
853018.98	-645078.85
852872.72	-644907.97
852620.73	-644600.45
852463.50	-644395.57
852368.65	-644293.79
852264.77	-644202.98
852193.25	-644158.65
852117.99	-644126.67
851951.77	-644092.22
851685.00	-644085.52
851641.18	-644074.51
851594.34	-644055.87
*	* Chomutovka
784273.94	-651381.10
784080.49	-651279.82
783961.81	-651219.58
783838.30	-651162.57
783755.90	-651120.31
783752.90	-651112.59
783682.29	-651070.16
783739.44	-651034.78
783755.70	-651029.12
783789.19	-651020.44
783798.63	-651010.52
783810.25	-650983.37
783826.29	-650964.32
783872.81	-650948.78
783909.83	-650946.24
783917.79	-650943.96
783924.39	-650939.81
783936.55	-650922.07
783949.60	-650914.98
783976.64	-650917.30
784010.22	-650911.55
784016.41	-650905.52
784028.51	-650881.90
784075.72	-650860.67
784127.60	-650824.14
784275.91	-650812.56
784291.43	-650806.75
784301.35	-650803.03
784306.02	-650801.28
784319.25	-650805.72
784368.38	-650782.12
784422.13	-650745.02
784443.89	-650736.72
784447.69	-650730.68
784435.12	-650722.89
784437.66	-650703.74
784428.57	-650685.52
784429.02	-650681.12
784430.65	-650677.24
784445.71	-650669.27
784457.74	-650651.34
784460.04	-650645.04
784458.28	-650633.21
784470.64	-650624.61
784488.97	-650602.09
784501.02	-650595.51
784510.99	-650582.69
784546.12	-650551.58
784549.72	-650518.92
784550.17	-650501.88
784547.99	-650487.29
784551.90	-650470.26
784565.42	-650464.19
784571.92	-650450.57
784584.41	-650446.32
784587.57	-650438.18
784608.97	-650410.65
784623.23	-650382.33
784643.06	-650358.05
784654.74	-650344.55
784695.60	-650321.32
784709.05	-650312.78
784747.77	-650300.51
784791.11	-650277.33
784808.08	-650269.23
784825.42	-650265.25
784845.21	-650265.19
784883.55	-650265.49
784898.54	-650276.21
784900.96	-650284.13
784907.70	-650292.90
784918.12	-650293.94
784934.37	-650286.95
784936.37	-650288.01
784936.12	-650295.89
784939.42	-650298.90
784968.01	-650295.05
784975.01	-650304.36
784981.37	-650302.26
784997.42	-650311.73
785003.12	-650302.38
785010.84	-650300.45
785017.88	-650298.81
785030.44	-650305.02
785035.38	-650329.71
785037.53	-650331.47
785060.87	-650324.83
785069.30	-650327.24
785074.09	-650323.07
785083.80	-650333.88
785111.27	-650334.90
785122.84	-650327.67
785143.23	-650305.96
785165.68	-650295.79
785192.13	-650291.77
785206.90	-650296.72
785219.69	-650289.70
785231.14	-650295.30
785235.32	-650301.67
785239.64	-650296.17
785248.83	-650293.87
785236.96	-650285.63
785238.30	-650281.19
785257.52	-650278.57
785263.83	-650273.33
785274.25	-650275.22
785283.70	-650267.40
785309.93	-650261.36
785336.02	-650258.78
785346.29	-650260.45
785350.25	-650267.40
785357.01	-650270.85
785382.15	-650272.89
785397.50	-650262.17
785421.43	-650264.72
785431.25	-650257.44
785436.90	-650261.93
785457.27	-650256.15
785462.95	-650259.17
785484.77	-650255.67
785494.40	-650250.54
785511.46	-650252.12
785536.72	-650244.15
785541.78	-650245.03
785549.87	-650254.04
785553.70	-650253.14
785556.54	-650245.74
785566.27	-650243.05
785583.20	-650251.15
785588.08	-650243.33
785620.63	-650239.18
785625.45	-650242.95
785664.92	-650209.20
785731.84	-650198.80
785802.97	-650191.79
785822.78	-650192.96
785852.01	-650149.72
785857.35	-650147.96
785867.51	-650154.10
785873.34	-650150.34
785873.33	-650144.35
785862.34	-650135.63
785864.63	-650130.09
785886.06	-650112.06
785881.14	-650103.87
785898.95	-650085.15
785900.24	-650051.21
785913.30	-650025.09
785977.88	-649965.29
786004.01	-649933.86
786016.58	-649932.37
786024.55	-649926.66
786027.83	-649912.40
786026.71	-649906.63
786023.04	-649887.77
786025.27	-649881.75
786069.05	-649816.29
786067.11	-649806.22
786071.29	-649796.17
786064.84	-649782.10
786054.83	-649776.62
786060.32	-649748.95
786060.24	-649717.40
786058.37	-649713.06
786044.27	-649707.54
786036.09	-649686.86
786047.34	-649680.79
786052.73	-649671.66
786051.67	-649663.67
786048.17	-649660.44
786038.22	-649667.16
786033.66	-649664.98
786038.27	-649655.47
786029.31	-649640.02
786027.00	-649629.15
786032.21	-649614.94
